start,end
泉盈,盐酸左氧氟沙星分散片
汉堡爱活痔根断片,痔根断片
陕西白云灵仙跌打片,灵仙跌打片
博雅生物制药集团人纤维蛋白,人纤维蛋白原
华中药业甲硝唑片,甲硝唑片
氯化钠注射液,氯化钠注射液
福瑞达制药颈痛胶囊,颈痛胶囊
聚荣制药黄芪精,黄芪精
甘肃扶正甘油氯化钠注射液,甘油氯化钠注射液
河南同源盐酸金刚烷胺糖浆,盐酸金刚烷胺糖浆
克度,齐多夫定胶囊
天圣银参通络胶囊,银参通络胶囊
临汾健民吡罗昔康片,吡罗昔康片
国润制药苯妥英钠片,苯妥英钠片
远大医药酒石酸美托洛尔片,酒石酸美托洛尔片
吉林华侨跌打丸,跌打丸
哈高科白天鹅心律宁片,心律宁片
华阳制药维生素K1注射液,维生素K1注射液
洛阳宁竹鼻炎灵片,鼻炎灵片
九泰坤宝甲硝唑呋喃唑酮栓,甲硝唑呋喃唑酮栓
华润紫竹米非司酮片,米非司酮片
国瑞药业利巴韦林分散片,利巴韦林分散片
瑞兴健黄藤素分散片,黄藤素分散片
择思达,盐酸托莫西汀胶囊
药都樟树天王补心丸,天王补心丸
世一堂丹佛胃尔康颗粒,丹佛胃尔康颗粒
天宏药业美沙拉秦栓,美沙拉秦栓
三精制药四厂盐酸米诺环素胶,盐酸米诺环素胶囊
河北百善药业骨折挫伤胶囊,骨折挫伤胶囊
河北神威药业清开灵注射液,清开灵注射液
正大制药乳块消胶囊,乳块消胶囊
盛天宁盐酸左氧氟沙星片,盐酸左氧氟沙星片
湖北瑞华补中益气丸,补中益气丸
辽宁卫星生物注射用重组人白,Ⅰ
五景地塞米松磷酸钠滴眼液,地塞米松磷酸钠滴眼液
福瑞达制药盐酸硫必利片,盐酸硫必利片
泽菲,注射用盐酸吉西他滨
毕克双氯芬酸钠缓释片,双氯芬酸钠缓释片
长春雷允上药业仙鹿口服液,仙鹿口服液
复仙安,注射用盐酸头孢替安
长春高新制药克拉霉素胶囊,克拉霉素胶囊
桂林南药盐酸左旋咪唑片,盐酸左旋咪唑片
山东方明克林霉素磷酸酯凝胶,克林霉素磷酸酯凝胶
药都樟树杞菊地黄丸,杞菊地黄丸
赛伦抗狂犬病血清,抗狂犬病血清
石药集团醋酸氢化可的松滴眼,醋酸氢化可的松滴眼液
正大天晴泽桂癃爽胶囊,泽桂癃爽胶囊
赛而生物甲状腺片,甲状腺片
迪康长江制药地塞米松磷酸钠,地塞米松磷酸钠注射液
河北一品盐酸罗哌卡因注射液,盐酸罗哌卡因注射液
科伦药业吡喹酮片,吡喹酮片
重庆科瑞阿苯达唑片,阿苯达唑片
广西邦琪藿香正气片,藿香正气片
扶正药业甘油氯化钠注射液,甘油氯化钠注射液
双鹭药业注射用胸腺五肽,注射用胸腺五肽
山东康宁药业葡萄糖注射液,葡萄糖注射液
上海信谊肌醇烟酸酯片,肌醇烟酸酯片
北京中新药业甲巯咪唑片,甲巯咪唑片
康缘散结镇痛胶囊,散结镇痛胶囊
万方制药肺气肿片,肺气肿片
朴实颗粒,朴实颗粒
白云山医头孢氨苄甲氧苄啶胶,头孢氨苄甲氧苄啶胶囊
山西普德银杏达莫注射液,银杏达莫注射液
苏州四药氧氟沙星凝胶,氧氟沙星凝胶
陕西博康沙小儿复方磺胺甲噁,小儿复方磺胺甲噁唑颗粒
喜得镇,甲磺酸双氢麦角毒碱片
柏海醋酸地塞米松片,醋酸地塞米松片
悦康生物转移因子注射液,转移因子注射液
润弘制药醋酸甲萘氢醌片,醋酸甲萘氢醌片
卓坦,盐酸罗哌卡因注射液
辅仁堂降糖宁胶囊,降糖宁胶囊
广西灵峰药业生脉饮,生脉饮
蓓芙,法罗培南钠片
纯欣,头孢泊肟酯片
国缔聚甲酚磺醛栓,聚甲酚磺醛栓
云南植物药业三七伤药片,三七伤药片
运佳黄浦硼酸软膏,硼酸软膏
东信药业冻疮消酊,冻疮消酊
开浦兰,左乙拉西坦片
健兴肺力咳胶囊,肺力咳胶囊
佛山理中丸,理中丸
马鞍山丰原注射用抑肽酶,注射用抑肽酶
悦康药业奥美拉唑肠溶胶囊,奥美拉唑肠溶胶囊
片仔癀片仔癀胶囊,片仔癀胶囊
玉清金刚藤糖浆,金刚藤糖浆
双吉制药维A酸乳膏,维A酸乳膏
润阳药业盐酸氨溴索葡萄糖注,盐酸氨溴索葡萄糖注射液
白云山制药总厂羧甲司坦片,羧甲司坦片
湖南科伦制药阿莫西林胶囊,阿莫西林胶囊
康和醋酸泼尼松片,醋酸泼尼松片
白云山何济公氧化锌软膏,氧化锌软膏
成都湔江清咽片,清咽片
惠诺药业肝素钠注射液,肝素钠注射液
展思门盐酸二甲双胍片,盐酸二甲双胍片
九发药业创灼膏,创灼膏
雄巴拉曲神水十味诃子丸,十味诃子丸
天峰制药甘露醇注射液,甘露醇注射液
天龙药业注射用尿激酶,注射用尿激酶
海斯制药注射用伏立康唑,注射用伏立康唑
辽宁玉皇注射用促肝细胞生长,注射用促肝细胞生长素
信谊金朱消旋山莨菪碱滴眼液,消旋山莨菪碱滴眼液
松梅乐鹿瓜多肽注射液,鹿瓜多肽注射液
白云山中一滋肾育胎丸,滋肾育胎丸
亚太药业盐酸地尔硫卓片,盐酸地尔硫卓片
山东百维地巴唑片,地巴唑片
辽源誉隆亚东赖氨酸磷酸氢钙,赖氨酸磷酸氢钙颗粒
艾泽,注射用重组人绒促性素
马应龙尿素软膏,尿素软膏
方盛赖氨酸维B12颗粒,赖氨酸维B12颗粒
江西民济妇科止带片,妇科止带片
黑龙江济仁药业血尿胶囊,血尿胶囊
云南章凤维生素B2注射液,维生素B2注射液
河南福森千柏鼻炎片,千柏鼻炎片
汉晨药业盐酸洛美沙星滴眼液,盐酸洛美沙星滴眼液
冯了性,外搽白灵酊
鞍山德善吡拉西坦胶囊,吡拉西坦胶囊
鹿王制药颠茄片,颠茄片
哈尔滨莱博通注射用盐酸平阳,注射用盐酸平阳霉素
吉春制药清热化毒丸,清热化毒丸
昆明赛诺益脉康片,益脉康片
一晟达药业复方环磷酰胺片,复方环磷酰胺片
东阿阿胶阿胶补血膏,阿胶补血膏
陕西永寿氢氯噻嗪片,氢氯噻嗪片
河南同源地塞米松磷酸钠注射,地塞米松磷酸钠注射液
声诺维,注射用六氟化硫微泡
上海皇象铁力蓝天曲克芦丁片,曲克芦丁片
扬子江药业银杏叶片,银杏叶片
白云山医氧氟沙星片,氧氟沙星片
石药欧意吡拉西坦片,吡拉西坦片
金奥康,奥美拉唑肠溶胶囊
辉南辉发复方环磷酰胺片,复方环磷酰胺片
澜泰活血壮筋胶囊,活血壮筋胶囊
苏州壹药盐酸哌甲酯片,盐酸哌甲酯片
东北制药维生素B1丸,维生素B1丸
康莱特康莱特注射液,康莱特注射液
布布小儿暖脐膏,小儿暖脐膏
吉林双药药业麝香接骨胶囊,麝香接骨胶囊
星斗药业复合维生素B片,复合维生素B片
白云山制药总厂枸橼酸铋钾颗,枸橼酸铋钾颗粒
美通制药别嘌醇片,别嘌醇片
维宏,阿奇霉素干混悬剂
上海信谊氯化钠注射液,氯化钠注射液
宜宇,盐酸乙哌立松片
河北兴隆希力克痤隐酮乳膏,克痤隐酮乳膏
毓罗纾,双氯芬酸钠盐酸利多卡因注射液
江苏联环盐酸多西环素片,盐酸多西环素片
亚宝欣,马洛替酯缓释片
江苏天禾迪赛诺苦参碱氯化钠,苦参碱氯化钠注射液
汕头美宝曲咪新乳膏,曲咪新乳膏
明仁药业注射用氨磷汀,注射用氨磷汀
深圳信立泰环孢素软胶囊,环孢素软胶囊
赛乐林,罗红霉素胶囊
成都通德注射用细胞色素C,注射用细胞色素C
浙江东日药业吡拉西坦胶囊,吡拉西坦胶囊
京万红橡皮生肌膏,橡皮生肌膏
国瑞药业注射用盐酸丁咯地尔,注射用盐酸丁咯地尔
冯了性梁财信跌打丸,梁财信跌打丸
怡瑞,西沙必利片
普洛康裕天然药物香菇多糖片,香菇多糖片
浙江尖峰愈风宁心滴丸,愈风宁心滴丸
百灵鸟通脉颗粒,通脉颗粒
华雨制药脑立清丸,脑立清丸
丹东宏业制药甲硝唑芬布芬胶,甲硝唑芬布芬胶囊
白敬宇硝酸异山梨酯片,硝酸异山梨酯片
汉森制药丙硫氧嘧啶片,丙硫氧嘧啶片
辰欣药业酒石酸美托洛尔注射,酒石酸美托洛尔注射液
夏枯草胶囊,夏枯草胶囊
迪赛生物苯妥英钠片,苯妥英钠片
宏盈科技氯霉素滴眼液,氯霉素滴眼液
药都仁和妇炎康复咀嚼片,妇炎康复咀嚼片
福州闽海泮托拉唑钠肠溶胶囊,泮托拉唑钠肠溶胶囊
亨达盛康阿魏酸钠片,阿魏酸钠片
安素美,盐酸头孢他美酯干混悬剂
鼎恒升清咽片,清咽片
上海信谊丙酸倍氯米松气雾剂,丙酸倍氯米松气雾剂
修正药业喘嗽宁片,喘嗽宁片
科苑维生素E软胶囊,维生素E软胶囊
花城龙胆泻肝丸,龙胆泻肝丸
午时药业补中益气丸,补中益气丸
舒普深,注射用头孢哌酮钠舒巴坦钠
内蒙古天奇茴香橘核丸,茴香橘核丸
昊神平消片,平消片
王老吉保济丸,保济丸
山西汾河四环素片,四环素片
白山市长白山感冒清胶囊,感冒清胶囊
伯基,阿司匹林肠溶胶囊
山丹羚羊角口服液,羚羊角口服液
四平吉特通窍鼻炎片,通窍鼻炎片
山西邦仕得西洛他唑片,西洛他唑片
高顺松阿西美辛缓释胶囊,阿西美辛缓释胶囊
天津华津溴丙胺太林片,溴丙胺太林片
惠氏制药西罗莫司片,西罗莫司片
禾丰乙酰谷酰胺注射液,乙酰谷酰胺注射液
恒健制药诺氟沙星胶囊,诺氟沙星胶囊
吡哒丙酸倍氯米松气雾剂,丙酸倍氯米松气雾剂
重庆科瑞东和玄麦甘桔颗粒,玄麦甘桔颗粒
哈药世一堂健步壮骨丸,健步壮骨丸
白云山医阿莫西林颗粒,阿莫西林颗粒
索马杜林,注射用醋酸兰瑞肽
金耀药业亚硫酸氢钠甲萘醌注,亚硫酸氢钠甲萘醌注射液
广州白云山医药集团白云山何济,维生素B6软膏
吉林紫鑫般若抑亢丸,抑亢丸
吉林都邦曲克芦丁氯化钠注射,曲克芦丁氯化钠注射液
四川逢春小儿止咳糖浆,小儿止咳糖浆
中央药业盐酸阿普林定片,盐酸阿普林定片
江苏九旭注射用更昔洛韦,注射用更昔洛韦
花城制药祛痰止咳颗粒,祛痰止咳颗粒
维奥制药米格列醇片,米格列醇片
内蒙古康源药业阿法骨化醇胶,阿法骨化醇胶囊
河北奥星补中益气片,补中益气片
瑞新药业司莫司汀胶囊,司莫司汀胶囊
湖南正清阿昔洛韦片,阿昔洛韦片
北京首儿小儿咽扁颗粒,小儿咽扁颗粒
信谊硫唑嘌呤片,硫唑嘌呤片
杭州康恩贝盐酸黄酮哌酯片,盐酸黄酮哌酯片
天眩清天麻素胶囊,天麻素胶囊
黄河药业阿奇霉素分散片,阿奇霉素分散片
豪克盐酸左氧氟沙星胶囊,盐酸左氧氟沙星胶囊
湖北远大天天明冰珍清目滴眼,冰珍清目滴眼液
花城制药双嘧达莫片,双嘧达莫片
山西晋新双鹤接骨续筋片,接骨续筋片
石药欧意红霉素肠溶片,红霉素肠溶片
新疆华世丹甘露醇注射液,甘露醇注射液
唐山红星红霉素眼膏,红霉素眼膏
齐都药业甲磺酸帕珠沙星氯化,甲磺酸帕珠沙星氯化钠注射液
山东大陆明目地黄丸,明目地黄丸
华南药业卡马西平片,卡马西平片
成都湔江积雪苷片,积雪苷片
长春银诺克清咽片,清咽片
力生苯妥英钠片,苯妥英钠片
合肥利民制药尼群地平片,尼群地平片
金磊赛强,重组人粒细胞刺激因子注射液
北京太洋硝苯地平片,硝苯地平片
五景药业盐酸硫必利片,盐酸硫必利片
丽珠胰激肽原酶肠溶片,胰激肽原酶肠溶片
自力小儿脐风散,小儿脐风散
福建泉州罗裳山鼻炎宁颗粒,鼻炎宁颗粒
赛维药业普瑞巴林胶囊,普瑞巴林胶囊
陕西东科参归养血片,参归养血片
光宇利民二十五味马宝丸,二十五味马宝丸
特素紫杉醇注射液,紫杉醇注射液
长春银诺克益髓颗粒,益髓颗粒
乐知苹,阿昔莫司胶囊
广东益和堂益母草颗粒,益母草颗粒
珠海联邦阿莫西林颗粒,阿莫西林颗粒
云南无敌无敌药酒,无敌药酒
九天制药曲咪新乳膏,曲咪新乳膏
格拉丹东药业降脂减肥片,降脂减肥片
北京亚东板蓝根颗粒,板蓝根颗粒
德维,氯膦酸二钠胶囊
灵泰药业利肺片,利肺片
山西仟源医药注射用阿洛西林,注射用阿洛西林钠
洛正筋骨痛消丸,筋骨痛消丸
盘龙药业补肾强身胶囊,补肾强身胶囊
白敬宇制药维生素C片,维生素C片
珠江制药维生素A软胶囊,维生素A软胶囊
上海福达三磷酸腺苷二钠注射,三磷酸腺苷二钠注射液
午时药业肾炎四味胶囊,肾炎四味胶囊
潜江制药地塞米松磷酸钠注射,地塞米松磷酸钠注射液
必康尼可刹米注射液,尼可刹米注射液
百灵鸟胆炎康胶囊,胆炎康胶囊
开封制药盐酸左旋咪唑片,盐酸左旋咪唑片
江苏远恒甲硝唑氯化钠注射液,甲硝唑氯化钠注射液
希尔安药业康尔心胶囊,康尔心胶囊
重庆渝生樟脑醑,樟脑醑
丽泉,托拉塞米注射液
长生基因药业注射用重组人干,注射用重组人干扰素α2a
正大天晴福多司坦片,福多司坦片
药都制药跌打丸,跌打丸
华瑞联合制药维A酸乳膏,维A酸乳膏
净雪益夫皮肤病血毒丸,皮肤病血毒丸
石家庄华新药业盐酸左氧氟沙,盐酸左氧氟沙星胶囊
北京曙光羧甲司坦片,羧甲司坦片
新华制药醋酸可的松片,醋酸可的松片
四川明欣丁酸氢化可的松乳膏,丁酸氢化可的松乳膏
潜江制药托吡卡胺滴眼液,托吡卡胺滴眼液
江西红星灵仙跌打片,灵仙跌打片
石家庄康贺威溴丙胺太林片,溴丙胺太林片
托西尔康,酒石酸美托洛尔缓释片
悦康药业银杏叶提取物注射液,银杏叶提取物注射液
上海现代哈森吡拉西坦片,吡拉西坦片
宁夏紫荆花苦参碱氯化钠注射,苦参碱氯化钠注射液
吡拉西坦片,吡拉西坦片
三才石岐制药阿莫西林胶囊,阿莫西林胶囊
京万红药业橡皮生肌膏,橡皮生肌膏
赛升药业眼氨肽注射液,眼氨肽注射液
葫芦娃注射用头孢他啶,注射用头孢他啶
河北百善药业肾石通颗粒,肾石通颗粒
西安利君维D2磷酸氢钙片,维D2磷酸氢钙片
圣泰血栓通注射液,血栓通注射液
石药欧意注射用头孢呋辛钠,注射用头孢呋辛钠
乐普药业注射用头孢噻肟钠,注射用头孢噻肟钠
久铭舒心宁片,舒心宁片
青岛双鲸鱼肝油乳,鱼肝油乳
诺得胜制药毛冬青片,毛冬青片
广州香雪头孢羟氨苄甲氧苄啶,头孢羟氨苄甲氧苄啶胶囊
德善药业升提胶囊,升提胶囊
江西赣南氨甲环酸片,氨甲环酸片
江苏远恒丙酸氯倍他索乳膏,丙酸氯倍他索乳膏
三益新霉素氟轻松乳膏,新霉素氟轻松乳膏
德济清胰利胆颗粒,清胰利胆颗粒
珍视明夏天无滴眼液,夏天无滴眼液
新武夷制药软脉灵口服液,软脉灵口服液
福州海王福药阿苯达唑胶囊,阿苯达唑胶囊
浙江康德调经养颜片,调经养颜片
三明天泰天麻蜜环菌片,天麻蜜环菌片
纽兰药业利肺片,利肺片
河南普瑞消旋山莨菪碱片,消旋山莨菪碱片
江苏长江香菇菌多糖片,香菇菌多糖片
振东泰盛注射用培美曲塞二钠,注射用培美曲塞二钠
枢绮,去氧氟尿苷片
承德天原药业舒肝和胃丸,舒肝和胃丸
司米安,米非司酮片
唐山红星硝酸益康唑溶液,硝酸益康唑溶液
湖北潜江托吡卡胺滴眼液,托吡卡胺滴眼液
洞庭药业舒必利片,舒必利片
江西希尔康泰林旦乳膏,林旦乳膏
邦琪药业小儿麻甘颗粒,小儿麻甘颗粒
莱阳江波盐酸环丙沙星片,盐酸环丙沙星片
南峰药业黄柏胶囊,黄柏胶囊
吉春制药抑亢丸,抑亢丸
湖南华纳肾炎四味胶囊,肾炎四味胶囊
山西千汇头孢氨苄颗粒,头孢氨苄颗粒
圣济堂重楼解毒酊,重楼解毒酊
益宝疗聚甲酚磺醛栓,聚甲酚磺醛栓
蚌埠丰原涂山甘油氯化钠注射,甘油氯化钠注射液
浙江诚意药业甲硝唑注射液,甲硝唑注射液
龙泰滋补生发片,滋补生发片
太阳肾炎康复片,肾炎康复片
山西澳迩依托红霉素颗粒,依托红霉素颗粒
葵花药业阿莫西林颗粒,阿莫西林颗粒
辽宁金丹药业通脉颗粒,通脉颗粒
苏州新宝注射用绒促性素,注射用绒促性素
旺林堂对乙酰氨基酚片,对乙酰氨基酚片
四川川大华西亚硫酸氢钠甲萘,亚硫酸氢钠甲萘醌注射液
丽科明,更昔洛韦眼用凝胶
吉林博维肝毒净颗粒,肝毒净颗粒
辽宁味邦右旋糖酐20葡萄糖,右旋糖酐20葡萄糖注射液
北京同仁堂小儿止泻安颗粒,小儿止泻安颗粒
舒视明氨碘肽滴眼液,氨碘肽滴眼液
松鹿养阴清肺口服液,养阴清肺口服液
海南中化联合注射用氟尿嘧啶,注射用氟尿嘧啶
鲁南贝特酒石酸溴莫尼定滴眼,酒石酸溴莫尼定滴眼液
南京同仁堂安宫牛黄丸,安宫牛黄丸
格林生物醋酸泼尼松片,醋酸泼尼松片
海德润制药樟脑醑,樟脑醑
长龙药业注射用甲氨蝶呤,注射用甲氨蝶呤
川大华西胰岛素注射液,胰岛素注射液
三爱药业毛冬青片,毛冬青片
河南鼎昌溴丙胺太林片,溴丙胺太林片
重庆迪康长江羧甲司坦片,羧甲司坦片
马应龙药业鸦胆子油口服乳液,鸦胆子油口服乳液
妥布霉素地塞米松滴眼液,妥布霉素地塞米松滴眼液
湖南方盛人工牛黄甲硝唑胶囊,人工牛黄甲硝唑胶囊
江西红星妇康宝颗粒,妇康宝颗粒
方健制药茴香橘核丸,茴香橘核丸
巨琪诺美颠茄口腔崩解片,颠茄口腔崩解片
仁和堂药业吡拉西坦片,吡拉西坦片
广西十万山制药陈香露白露片,陈香露白露片
双人药业金刚片,金刚片
东新药业宁心宝胶囊,宁心宝胶囊
三益地塞米松磷酸钠滴眼液,地塞米松磷酸钠滴眼液
维尔康生化制药注射用胰激肽,注射用胰激肽原酶
万邦医药胰岛素注射液,胰岛素注射液
颐生堂维生素B6片,维生素B6片
扬州制药吡拉西坦注射液,吡拉西坦注射液
特苏安,酒石酸托特罗定片
华佗华佗国药清咽片,清咽片
山东华信制药盐酸硫必利片,盐酸硫必利片
西安阿房宫补中益气片,补中益气片
吉春制药脑络通胶囊,脑络通胶囊
上海衡山富马酸酮替芬胶囊,富马酸酮替芬胶囊
长春海外肤痒颗粒,肤痒颗粒
白山市长白山降脂宁颗粒,降脂宁颗粒
东康药业醋酸氢化可的松滴眼,醋酸氢化可的松滴眼液
湖北科伦硫酸阿托品注射液,硫酸阿托品注射液
云鹏硝苯地平片,硝苯地平片
华仁太医心脑欣片,心脑欣片
乐喜林,尼麦角林片
长春海悦胸腺肽注射液,胸腺肽注射液
湖北康正盐酸萘甲唑啉滴鼻液,盐酸萘甲唑啉滴鼻液
长春迪瑞维生素C咀嚼片,维生素C咀嚼片
利欣药业吡拉西坦注射液,吡拉西坦注射液
广州白云山星群维生素E软胶,维生素E软胶囊
海南全星注射用布美他尼,注射用布美他尼
上海通用药业维生素D3注射,维生素D3注射液
三才石岐制药葡醛内酯片,葡醛内酯片
天津金世乙酰唑胺片,乙酰唑胺片
重庆东方宁心益智胶囊,宁心益智胶囊
广西半宙大康川贝清肺糖浆,川贝清肺糖浆
西南药业天麻素片,天麻素片
益知源转移因子口服溶液,转移因子口服溶液
天津同仁堂肾炎康复片,肾炎康复片
博士伦福瑞达托吡卡胺滴眼液,托吡卡胺滴眼液
辽宁味邦地巴唑片,地巴唑片
吉林辉南长龙生化贞芪扶正颗,贞芪扶正颗粒
赛增,重组人生长激素注射液
蓝海洋生物消朦胶囊,消朦胶囊
华龙胸腺肽注射液,胸腺肽注射液
开封康诺注射用胰激肽原酶,注射用胰激肽原酶
天目药业归脾丸,归脾丸
天力泰药业复方万年青胶囊,复方万年青胶囊
长春豪邦苦参碱氯化钠注射液,苦参碱氯化钠注射液
叶开泰小儿化毒散,小儿化毒散
石家庄四药盐酸地尔硫卓片,盐酸地尔硫卓片
成都亨达阿魏酸钠片,阿魏酸钠片
石药欧意罗红霉素分散片,罗红霉素分散片
北京康益复方双花口服液,复方双花口服液
山东圣鲁盐酸消旋山莨菪碱注,盐酸消旋山莨菪碱注射液
太原药业阿替洛尔片,阿替洛尔片
曲安奈德益康唑乳膏,曲安奈德益康唑乳膏
泰乐小青龙颗粒,小青龙颗粒
和悦醋酸去氨加压素片,醋酸去氨加压素片
哈尔滨大洋复方金银花颗粒,复方金银花颗粒
北大医药复方磺胺甲噁唑片,复方磺胺甲噁唑片
目秀夏天无滴眼液,夏天无滴眼液
海灵注射用头孢噻肟钠,注射用头孢噻肟钠
鲁南厚普制药心通颗粒,心通颗粒
信谊醋酸可的松片,醋酸可的松片
华夏生生药业氯化钠注射液,氯化钠注射液
金岛制药磺胺嘧啶片,磺胺嘧啶片
贵州天地酚磺乙胺注射液,酚磺乙胺注射液
海燕药业苏黄止咳胶囊,苏黄止咳胶囊
山西亨瑞达马来酸氯苯那敏片,马来酸氯苯那敏片
山东新华维生素B6注射液,维生素B6注射液
东药环磷腺苷葡胺注射液,环磷腺苷葡胺注射液
长春长红双嘧达莫片,双嘧达莫片
白云山三味清热止痒洗剂,三味清热止痒洗剂
山西云中右旋糖酐40葡萄糖,右旋糖酐40葡萄糖注射液
上海上药新亚药业注射用盐酸,注射用盐酸甲氯芬酯
康诺药业注射用细胞色素C,注射用细胞色素C
江西大自然参茸酒,参茸酒
一品红注射用盐酸甲氯芬酯,注射用盐酸甲氯芬酯
信孚药业环孢素软胶囊,环孢素软胶囊
恩再适,牛痘疫苗致炎兔皮提取物注射液
科宝制药注射用胸腺肽,注射用胸腺肽
南京正大天晴注射用盐酸吉西,注射用盐酸吉西他滨
济安堂痔速宁片,痔速宁片
兰药药业注射用硫酸链霉素,注射用硫酸链霉素
连乡暖宫孕子片,暖宫孕子片
北京太洋呋塞米片,呋塞米片
千金药业补血益母丸,补血益母丸
康普药业骨筋丸胶囊,骨筋丸胶囊
天安堂非诺贝特胶囊,非诺贝特胶囊
锋泰灵,注射用哌拉西林钠他唑巴坦钠
嘉诺欣,注射用头孢呋辛钠
桂林中族中药三蛇胆川贝糖浆,三蛇胆川贝糖浆
唯康药业曲咪新乳膏,曲咪新乳膏
大连天宇果糖二磷酸钠注射液,果糖二磷酸钠注射液
重庆科瑞红霉素软膏,红霉素软膏
善存,29
七O七天然制药柏子养心丸,柏子养心丸
白敬宇制药复合维生素B片,复合维生素B片
宜昌人福卡马西平片,卡马西平片
同济现代医药复方碳酸钙颗粒,复方碳酸钙颗粒
金日制药盐酸多奈哌齐口腔崩,盐酸多奈哌齐口腔崩解片
罗欣药业西洛他唑片,西洛他唑片
尧都苯妥英钠片,苯妥英钠片
寿堂氨咖黄敏胶囊,氨咖黄敏胶囊
华润三九盐酸妥洛特罗片,盐酸妥洛特罗片
河北美图氯霉素滴眼液,氯霉素滴眼液
山西太原磷酸氯喹片,磷酸氯喹片
摩美得气血和胶囊,气血和胶囊
好医生攀西对乙酰氨基酚片,对乙酰氨基酚片
明佳欣,利福喷丁胶囊
开浦兰,左乙拉西坦口服溶液
威海华新强力碘溶液,强力碘溶液
顺峰康霜曲咪新乳膏,曲咪新乳膏
山西津华晖星盐酸环丙沙星片,盐酸环丙沙星片
甘肃兰药盐酸阿普林定片,盐酸阿普林定片
河南雪樱花盐酸吗啉胍片,盐酸吗啉胍片
台城制药盐酸克林霉素胶囊,盐酸克林霉素胶囊
叶清香乌洛托品溶液,乌洛托品溶液
同济堂制药四环素片,四环素片
山西仟源医药曲匹布通片,曲匹布通片
加简,胞磷胆碱钠氯化钠注射液
康亚药业盐酸左氧氟沙星滴眼,盐酸左氧氟沙星滴眼液
山西普德注射用硫酸核糖霉素,注射用硫酸核糖霉素
华西制药复方斑蝥胶囊,复方斑蝥胶囊
山西普德盐酸纳洛酮注射液,盐酸纳洛酮注射液
恒健林旦乳膏,林旦乳膏
贝特舒,盐酸倍他洛尔滴眼液
以岭阿奇霉素片,阿奇霉素片
遂成药业维A酸乳膏,维A酸乳膏
山西康意盐酸吗啉胍片,盐酸吗啉胍片
明仁颈痛颗粒,颈痛颗粒
河北万通金牛拨云散眼药,拨云散眼药
包尤清酞丁安乳膏,酞丁安乳膏
潜江制药利巴韦林含片,利巴韦林含片
醋酸泼尼松龙片,醋酸泼尼松龙片
十万山断血流分散片,断血流分散片
美大康华康伏立康唑胶囊,伏立康唑胶囊
重塑杰,单唾液酸四已糖神经节苷脂钠注射液
康源堂甲硝唑葡萄糖注射液,甲硝唑葡萄糖注射液
威高药业维生素E软胶囊,维生素E软胶囊
重庆华森西洛他唑片,西洛他唑片
快清星注射用盐酸甲氯芬酯,注射用盐酸甲氯芬酯
广州白云山天心注射用头孢唑,注射用头孢唑林钠
依托泊苷注射液,依托泊苷注射液
江苏大洋甲硝唑维B6片,甲硝唑维B6片
昆明积大制药注射用生长抑素,注射用生长抑素
华中药业维生素B6片,维生素B6片
陕西白鹿参坤养血颗粒,参坤养血颗粒
海南制药一厂红霉素软膏,红霉素软膏
鹏鹞药业吡拉西坦片,吡拉西坦片
新宇制药益髓颗粒,益髓颗粒
复旦复华卡马西平片,卡马西平片
北京永正羟基脲片,羟基脲片
广东彼迪肌苷片,肌苷片
真元制药羚羊感冒片,羚羊感冒片
九泰维胺酯胶囊,维胺酯胶囊
山东康宁药业甲磺酸帕珠沙星,甲磺酸帕珠沙星氯化钠注射液
吉林济邦麝香抗栓丸,麝香抗栓丸
湖北康沁膦甲酸钠氯化钠注射,膦甲酸钠氯化钠注射液
远大医药盐酸硫必利片,盐酸硫必利片
九芝堂芪蓝扶正颗粒,芪蓝扶正颗粒
昆明振华氯霉素片,氯霉素片
四川德元复方甲苯咪唑片,复方甲苯咪唑片
九势马来酸氯苯那敏片,马来酸氯苯那敏片
翔宇药业复方红衣补血口服液,复方红衣补血口服液
青海晶珠六味壮骨颗粒,六味壮骨颗粒
片仔癀复方片仔癀痔疮软膏,复方片仔癀痔疮软膏
白敬宇制药盐酸普罗帕酮片,盐酸普罗帕酮片
隆中药业石淋通颗粒,石淋通颗粒
广东怡翔甘露醇注射液,甘露醇注射液
前锋药业呋塞米注射液,呋塞米注射液
同仁堂制药厂五子衍宗丸,五子衍宗丸
绿金子药业复合维生素B片,复合维生素B片
海南制药厂盐酸左旋咪唑片,盐酸左旋咪唑片
西安必康嘉隆复方牙痛宁搽剂,复方牙痛宁搽剂
云南希陶紫草婴儿软膏,紫草婴儿软膏
上海通用药业醋酸可的松注射,醋酸可的松注射液
吉林德商益髓颗粒,益髓颗粒
郝其军复方皂矾丸,复方皂矾丸
四川光大上清胶囊,上清胶囊
大同云岗甲氧氯普胺片,甲氧氯普胺片
福建太平洋制药酞丁安乳膏,酞丁安乳膏
浙江诚意盐酸氨基葡萄糖胶囊,盐酸氨基葡萄糖胶囊
成都药业溴丙胺太林片,溴丙胺太林片
齐都药业硫辛酸胶囊,硫辛酸胶囊
湖南中和头孢氨苄颗粒,头孢氨苄颗粒
青岛首和金海曲克芦丁氯化钠,曲克芦丁氯化钠注射液
天施康复方鱼腥草滴丸,复方鱼腥草滴丸
辅仁药业托西酸舒他西林胶囊,托西酸舒他西林胶囊
瑞阳制药奋乃静注射液,奋乃静注射液
