start,end
北京永定胃灵颗粒,胃灵颗粒
元和元和正胃片,元和正胃片
力强药业小儿暖脐膏,小儿暖脐膏
奕利,多索茶碱葡萄糖注射液
胡卓人参茸卫生丸,参茸卫生丸
普华克胜氨碘肽滴眼液,氨碘肽滴眼液
恩利,注射用依那西普
阿拓莫兰,注射用还原型谷胱甘肽
悦康凯欣,注射用盐酸头孢吡肟
广仁药业肝复康丸,肝复康丸
长春新安青霉素V钾片,青霉素V钾片
杭州民生氧氟沙星滴眼液,氧氟沙星滴眼液
南昌济生妇乐颗粒,妇乐颗粒
台州南峰三七胶囊,三七胶囊
国瑞阿莫西林胶囊,阿莫西林胶囊
迪龙制药胸腺肽肠溶片,胸腺肽肠溶片
石家庄万和跌打丸,跌打丸
广西济民消炎利胆片,消炎利胆片
西安康拜尔胆汁槟榔维B1胶,胆汁槟榔维B1胶囊
石家庄四药甲硝唑芬布芬胶囊,甲硝唑芬布芬胶囊
每素玉,盐酸曲唑酮片
兰州太宝逍遥丸,逍遥丸
林梅清盐酸多西环素胶囊,盐酸多西环素胶囊
上海中西三维盐酸倍他司汀片,盐酸倍他司汀片
力强药业十香暖脐膏,十香暖脐膏
天津力生制药氢氯噻嗪片,氢氯噻嗪片
白三平孟鲁司特钠片,孟鲁司特钠片
大宁堂小儿化毒散,小儿化毒散
辽宁格林苯噻啶片,苯噻啶片
东信药业琥乙红霉素片,琥乙红霉素片
江苏长江阿奇霉素胶囊,阿奇霉素胶囊
白云制药盐酸妥洛特罗片,盐酸妥洛特罗片
浙江巨泰灭菌结晶磺胺,灭菌结晶磺胺
浙江亚太头孢泊肟酯胶囊,头孢泊肟酯胶囊
天赞,普卢利沙星片
朗依,硝呋太尔制霉素阴道软胶囊
杭州国光药业胰岛素注射液,胰岛素注射液
广州原子高科同位素医药锝[,锝[99mTc]司它比注射液
无锡济民可信山禾小金丸,小金丸
言克欣苦参软膏,苦参软膏
重庆汉华丙硫氧嘧啶片,丙硫氧嘧啶片
全可利,波生坦片
神威药业依托泊苷注射液,依托泊苷注射液
玉药生物三七脂肝丸,三七脂肝丸
青海晶珠蛇胆川贝液,蛇胆川贝液
哈药三精三维葡磷钙咀嚼片,三维葡磷钙咀嚼片
华瑞联合制药头孢氨苄甲氧苄,头孢氨苄甲氧苄啶片
天津金耀呋塞米注射液,呋塞米注射液
成都天台山制药细胞色素C注,细胞色素C注射液
甘利欣,甘草酸二铵胶囊
正清制药达那唑胶囊,达那唑胶囊
石药欧意盐酸左氧氟沙星片,盐酸左氧氟沙星片
希尔康泰制药丹曲林钠胶囊,丹曲林钠胶囊
吉林恒金抑眩宁胶囊,抑眩宁胶囊
东药替硝唑片,替硝唑片
恒益药业阿莫西林颗粒,阿莫西林颗粒
敖东延吉注射用盐酸平阳霉素,注射用盐酸平阳霉素
迪博制药胶体果胶铋胶囊,胶体果胶铋胶囊
妥星,注射用硫酸奈替米星
国医堂制药千柏鼻炎片,千柏鼻炎片
晋新双鹤克林霉素磷酸酯注射,克林霉素磷酸酯注射液
宇德制药双嘧达莫片,双嘧达莫片
宏业药业细胞色素C注射液,细胞色素C注射液
大冢制药氯化钠注射液,氯化钠注射液
益和堂金菊五花茶颗粒,金菊五花茶颗粒
潍坊制药注射用阿洛西林钠,注射用阿洛西林钠
吉春制药硼酸软膏,硼酸软膏
河北智同生物注射用复方甘草,注射用复方甘草酸单铵S
北京曙光药业左旋多巴片,左旋多巴片
鹏鹞药业盐酸吗啉胍片,盐酸吗啉胍片
河南信心小儿麻甘颗粒,小儿麻甘颗粒
注射用重组人生长激素,注射用重组人生长激素
汕头橄榄枝痔速宁片,痔速宁片
广东宏兴生化丸,生化丸
海南博大琥乙红霉素片,琥乙红霉素片
长红制药人工牛黄甲硝唑胶囊,人工牛黄甲硝唑胶囊
四川制药制剂阿莫西林分散片,阿莫西林分散片
美大康华康碳酸氢钠注射液,碳酸氢钠注射液
嘉进药业痔疮胶囊,痔疮胶囊
甘肃兰药依托泊苷注射液,依托泊苷注射液
陕西京西硫酸庆大霉素注射液,硫酸庆大霉素注射液
陕西西岳托西酸舒他西林胶囊,托西酸舒他西林胶囊
东宝复方蛋氨酸胆碱片,复方蛋氨酸胆碱片
善唯达,盐酸伊达比星胶囊
常州康普酚磺乙胺注射液,酚磺乙胺注射液
沈阳圣元盐酸莫雷西嗪片,盐酸莫雷西嗪片
哈尔滨华瑞生化氟康唑胶囊,氟康唑胶囊
通化神源龙骨颈椎胶囊,龙骨颈椎胶囊
青岛双鲸维生素E软胶囊,维生素E软胶囊
迪龙制药莪术油注射液,莪术油注射液
同济堂胶体果胶铋胶囊,胶体果胶铋胶囊
力生制药去痛片,去痛片
长圣药业乌洛托品溶液,乌洛托品溶液
山东威高复方氯化钠注射液,复方氯化钠注射液
江苏苏中甘露聚糖肽注射液,甘露聚糖肽注射液
东洋百信疤痕止痒软化乳膏,疤痕止痒软化乳膏
扬州中宝螺内酯片,螺内酯片
北京协和药厂注射用培美曲塞,注射用培美曲塞二钠
美好西林注射用盐酸甲氯芬酯,注射用盐酸甲氯芬酯
白云山复方硫酸新霉素滴眼液,复方硫酸新霉素滴眼液
中联盐酸米诺环素胶囊,盐酸米诺环素胶囊
广东新峰磺胺甲噁唑片,磺胺甲噁唑片
山东绿因利胆排石片,利胆排石片
合肥利民尼群地平片,尼群地平片
甘肃金羚阿胶益寿口服液,阿胶益寿口服液
山东昊福冠脉宁片,冠脉宁片
脑蛋白水解物注射液,脑蛋白水解物注射液
江苏康缘芪葛口服液,芪葛口服液
华润双鹤药业盐酸二甲双胍片,盐酸二甲双胍片
颐海药业大黄蛰虫丸,大黄蛰虫丸
山高制药参芪十一味颗粒,参芪十一味颗粒
吉林集安益盛补金片,补金片
道君药业颠茄片,颠茄片
还尔金槐杞黄颗粒,槐杞黄颗粒
信谊赖氨酸维B12颗粒,赖氨酸维B12颗粒
吉林英联生物胸腺肽注射液,胸腺肽注射液
尤脱欣,鬼臼毒素酊
金施尔康,多维元素片
修正药业头孢氨苄甲氧苄啶胶,头孢氨苄甲氧苄啶胶囊
朝阳富祥氨甲环酸片,氨甲环酸片
上海长城药业盐酸苯海索片,盐酸苯海索片
北京益民药业盐酸利多卡因注,盐酸利多卡因注射液
安庆药业十香丸,十香丸
威凡,伏立康唑片
成都锦华盐酸乙胺丁醇片,盐酸乙胺丁醇片
北京康蒂尼前列舒丸,前列舒丸
绿因氟康唑胶囊,氟康唑胶囊
江苏康缘九味熄风颗粒,九味熄风颗粒
吉药冠心丸,冠心丸
通用康力注射用酒石酸美托洛,注射用酒石酸美托洛尔
息宁,卡左双多巴控释片
新华制药氨茶碱片,氨茶碱片
国药国瑞注射用头孢哌酮钠舒,注射用头孢哌酮钠舒巴坦钠
痔宁片,痔宁片
晨牌药业喉舒宁胶囊,喉舒宁胶囊
宁波大红鹰盐酸胺碘酮片,盐酸胺碘酮片
辰欣醋酸泼尼松片,醋酸泼尼松片
阿房宫固肠止泻丸,固肠止泻丸
弘美制药复方吡拉西坦脑蛋白,复方吡拉西坦脑蛋白水解物片
上海衡山熊去氧胆酸片,熊去氧胆酸片
陕西东泰制药活力源片,活力源片
盐酸利托君注射液,盐酸利托君注射液
舒志,多索茶碱葡萄糖注射液
国药集团宜宾制药肾炎四味胶,肾炎四味胶囊
白马药业止痛化癥片,止痛化癥片
旭华胆石片,胆石片
莱恩药业托吡卡胺滴眼液,托吡卡胺滴眼液
宁波大昌芪珍胶囊,芪珍胶囊
新黄河制药维生素B2片,维生素B2片
津华晖星盐酸环丙沙星片,盐酸环丙沙星片
华鲁甘油氯化钠注射液,甘油氯化钠注射液
五景药业消旋山莨菪碱滴眼液,消旋山莨菪碱滴眼液
龙泰制药净石灵胶囊,净石灵胶囊
广州康和炔诺酮片,炔诺酮片
德众川芎茶调颗粒,川芎茶调颗粒
仁和堂葡醛内酯片,葡醛内酯片
牡丹江灵泰芩连片,芩连片
江西南昌复方羊角颗粒,复方羊角颗粒
大连德泽磷酸川芎嗪氯化钠注,磷酸川芎嗪氯化钠注射液
万高药业鸦胆子油软胶囊,鸦胆子油软胶囊
白云山滴通鼻炎水,滴通鼻炎水
石家庄协和药业土霉素片,土霉素片
大同利群磺胺嘧啶片,磺胺嘧啶片
乐普药业复方甘草酸苷片,复方甘草酸苷片
辉南辉发保胎灵,保胎灵
安徽丰原右旋糖酐20葡萄糖,右旋糖酐20葡萄糖注射液
卫生材料药业水杨酸苯酚贴膏,水杨酸苯酚贴膏
浙江天瑞三维钙片,三维钙片
大峻荡石片,荡石片
容生硫酸镁注射液,硫酸镁注射液
通化惠康胰岛素注射液,胰岛素注射液
石药欧意西地碘含片,西地碘含片
潜江制药双氯芬酸钠滴眼液,双氯芬酸钠滴眼液
金思平盐酸司来吉兰片,盐酸司来吉兰片
靖宇天池人工牛黄甲硝唑胶囊,人工牛黄甲硝唑胶囊
天星制药注射用头孢唑肟钠,注射用头孢唑肟钠
天一药业复方鲜竹沥液,复方鲜竹沥液
山西仟源医药维生素D2片,维生素D2片
沈阳圣元牛磺酸滴眼液,牛磺酸滴眼液
天泰药业止痛化癥胶囊,止痛化癥胶囊
遂成药业阿奇霉素分散片,阿奇霉素分散片
康缘桂枝茯苓片,桂枝茯苓片
德致药业土霉素片,土霉素片
上海东海制药维生素AD滴剂,维生素AD滴剂
上海健坤氧氟沙星片,氧氟沙星片
大红鹰药业利培酮胶囊,利培酮胶囊
臌症丸,臌症丸
成都天台山制药诺氟沙星胶囊,诺氟沙星胶囊
瑞必补尔,鸡胚细胞
赛升药业单唾液酸四己糖神经,单唾液酸四己糖神经节苷脂钠注射液
甘肃兰药三磷酸腺苷二钠注射,三磷酸腺苷二钠注射液
上海新亚注射用盐酸甲氯芬酯,注射用盐酸甲氯芬酯
山西千汇维D2磷酸氢钙片,维D2磷酸氢钙片
阿仑膦酸钠片,阿仑膦酸钠片
先声东元制药酒石酸美托洛尔,酒石酸美托洛尔注射液
广西梧州结石通茶,结石通茶
丽珠集团注射用普罗瑞林,注射用普罗瑞林
新乡华青尿素乳膏,尿素乳膏
艾力可,维A酸片
妍婷醋酸氯己定栓,醋酸氯己定栓
湖北潜江氯霉素滴眼液,氯霉素滴眼液
施贵宝复方曲安奈德乳膏,复方曲安奈德乳膏
西藏神水藏药二十六味通经散,二十六味通经散
云南梁河民族回春酒,回春酒
杭州民生药业妥布霉素地塞米,妥布霉素地塞米松滴眼液
南京同仁堂排石颗粒,排石颗粒
云南龙海盐酸氨溴索注射液,盐酸氨溴索注射液
迪康长江制药复方甲苯咪唑片,复方甲苯咪唑片
康列苏,非那雄胺片
本草纲目牌鼻渊丸,鼻渊丸
丽珠制药盐酸西替利嗪片,盐酸西替利嗪片
上海通用肝素钠维E乳膏,肝素钠维E乳膏
湖北香连黄连上清片,黄连上清片
新和成药业哈西奈德溶液,哈西奈德溶液
深州自航甘露聚糖肽口服溶液,甘露聚糖肽口服溶液
万年青制药消炎利胆片,消炎利胆片
上海长城药业舒必利片,舒必利片
通化斯威解郁安神片,解郁安神片
云岗制药维生素C片,维生素C片
大连水产药业接骨续筋片,接骨续筋片
福建力菲克药业克林霉素磷酸,克林霉素磷酸酯注射液
去甲斑蝥素片,去甲斑蝥素片
湖南迪诺盐酸丁咯地尔注射液,盐酸丁咯地尔注射液
山东仁和堂非那雄胺片,非那雄胺片
奥皇强肝胶囊,强肝胶囊
云中红金消结浓缩丸,红金消结浓缩丸
欣洛平,盐酸艾司洛尔注射液
珠海生化注射用复方甘草酸单,注射用复方甘草酸单铵S
遂成药业氟康唑片,氟康唑片
江苏鹏鹞甘露醇注射液,甘露醇注射液
洛各单酒石酸罗格列酮片,酒石酸罗格列酮片
普华制药近视乐眼药水,近视乐眼药水
远大医药醋酸可的松片,醋酸可的松片
盐酸赛庚啶片,盐酸赛庚啶片
河南润弘氢化可的松注射液,氢化可的松注射液
四川迪菲特药业积雪苷片,积雪苷片
科恒复方硫酸新霉素滴眼液,复方硫酸新霉素滴眼液
湖北绿金子胃膜素胶囊,胃膜素胶囊
广东彼迪奋乃静片,奋乃静片
成都康弘渴络欣胶囊,渴络欣胶囊
敖东颐和春胶囊,颐和春胶囊
依科制药复方丹参片,复方丹参片
赛升薄芝糖肽注射液,薄芝糖肽注射液
山东科伦替硝唑氯化钠注射液,替硝唑氯化钠注射液
四川逢春玄麦甘桔颗粒,玄麦甘桔颗粒
赤峰丹龙药业茴香橘核丸,茴香橘核丸
锦华药业异烟肼片,异烟肼片
信谊双氯芬酸钠缓释片,Ⅰ
江苏鹏鹞奥美拉唑肠溶胶囊,奥美拉唑肠溶胶囊
汇正抗宫炎软胶囊,抗宫炎软胶囊
珍视明氯霉素滴眼液,氯霉素滴眼液
绿十字静注人免疫球蛋白,pH4
麒麟牌心宝丸,心宝丸
华津制药溴丙胺太林片,溴丙胺太林片
安徽艾珂尔小儿复方磺胺甲噁,小儿复方磺胺甲噁唑颗粒
天津亚宝药业银杏叶片,银杏叶片
湖南九典痔速宁胶囊,痔速宁胶囊
一正药业抗骨增生片,抗骨增生片
大同星宇星火右旋糖酐20葡,右旋糖酐20葡萄糖注射液
秦皇岛华北制药参皇乳膏,参皇乳膏
江苏正大丰海螺内酯片,螺内酯片
白云山制药总厂复方菠萝蛋白,复方菠萝蛋白酶肠溶片
珍视明牛磺酸滴眼液,牛磺酸滴眼液
浙北药业巯嘌呤片,巯嘌呤片
长生扶康,注射用重组人干扰素α2b
远大医药肥儿宝颗粒,肥儿宝颗粒
山西国润小儿复方磺胺甲噁唑,小儿复方磺胺甲噁唑颗粒
白云山中一保和丸,保和丸
氢化可的松注射液,氢化可的松注射液
海南制药硫酸庆大霉素注射液,硫酸庆大霉素注射液
内蒙古兰太天然胡萝卜素胶丸,天然胡萝卜素胶丸
重庆格瑞林多酶片,多酶片
玉兰制药痔疮片,痔疮片
新疆华世丹维生素E胶丸,维生素E胶丸
湖北东信益视颗粒,益视颗粒
吉春制药止痒消炎水,止痒消炎水
山东孔圣堂木香顺气丸,木香顺气丸
朝阳富祥药业氨甲环酸片,氨甲环酸片
北京同仁堂鼻通丸,鼻通丸
山西新星芦丁片,芦丁片
珠海联邦注射用头孢曲松钠,注射用头孢曲松钠
湖北香连大山楂颗粒,大山楂颗粒
天强制药盐酸吗啉胍片,盐酸吗啉胍片
北京同仁堂清热化毒丸,清热化毒丸
扶尔,高三尖杉酯碱氯化钠注射液
漯河全威吡拉西坦葡萄糖注射,吡拉西坦葡萄糖注射液
广东华南辅酶Q10胶囊,辅酶Q10胶囊
云鹏呋喃唑酮片,呋喃唑酮片
东北制药吡拉西坦片,吡拉西坦片
源安堂复方黄松洗液,复方黄松洗液
格尼可甲磺酸伊马替尼胶囊,甲磺酸伊马替尼胶囊
万通金牛拨云散眼药,拨云散眼药
同达药业柳氮磺吡啶肠溶片,柳氮磺吡啶肠溶片
盛通药业肾石通颗粒,肾石通颗粒
鞍山九天盐酸酚苄明片,盐酸酚苄明片
三宝生化复方肝浸膏片,复方肝浸膏片
敖东安神补脑液,安神补脑液
罗浮山国药妇科止带胶囊,妇科止带胶囊
长春长红人工牛黄甲硝唑胶囊,人工牛黄甲硝唑胶囊
重庆和平金钱草颗粒,金钱草颗粒
山东新华盐酸纳洛酮注射液,盐酸纳洛酮注射液
湖南恒生注射用硝普钠,注射用硝普钠
吉林白山正茂二维钙赖氨酸片,二维钙赖氨酸片
山东信谊吡拉西坦片,吡拉西坦片
西安必康制药复方丹参片,复方丹参片
炎黄本草药业板蓝根颗粒,板蓝根颗粒
万德制药人工牛黄甲硝唑胶囊,人工牛黄甲硝唑胶囊
威尔曼制药溶菌酶肠溶片,溶菌酶肠溶片
旺龙药业宁心宝胶囊,宁心宝胶囊
神威酚氨咖敏颗粒,酚氨咖敏颗粒
黑龙江仁合堂胃膜素胶囊,胃膜素胶囊
福建太平洋曲咪新乳膏,曲咪新乳膏
蒙药清肺十八味丸,清肺十八味丸
乐宁枸橼酸氯米芬胶囊,枸橼酸氯米芬胶囊
重庆药友注射用腺苷钴胺,注射用腺苷钴胺
凯宝新谊芪参胶囊,芪参胶囊
来立信,乳酸左氧氟沙星片
湖南中和阿莫西林颗粒,阿莫西林颗粒
宜昌人福盐酸乙胺丁醇片,盐酸乙胺丁醇片
四川天德阿苯达唑片,阿苯达唑片
能全素,粉剂
云南云龙利胆石颗粒,利胆石颗粒
辽宁金丹加味逍遥丸,加味逍遥丸
维予清,甲磺酸帕珠沙星注射液
奥勃兰,长春胺缓释胶囊
白云山医药阿莫西林颗粒,阿莫西林颗粒
辛洛尔,注射用重组人白介素-2
振东制药维生素B6片,维生素B6片
云南白药云南白药酊,云南白药酊
四川琦云安乐片,安乐片
新和成丙酸氯倍他索乳膏,丙酸氯倍他索乳膏
白云山中一乌蛇止痒丸,乌蛇止痒丸
葛仙翁喉康散,喉康散
通用康力注射用盐酸多西环素,注射用盐酸多西环素
寿如松甲苯咪唑片,甲苯咪唑片
迪康长江制药复方四环素泼尼,复方四环素泼尼松膜
敬修堂牙痛一粒丸,牙痛一粒丸
海口奇力注射用果糖二磷酸钠,注射用果糖二磷酸钠
山东华鲁酚磺乙胺氯化钠注射,酚磺乙胺氯化钠注射液
重庆康刻尔茴三硫片,茴三硫片
江苏天济利多卡因氯己定气雾,利多卡因氯己定气雾剂
国嘉茴三硫片,茴三硫片
大连天宇硬脂酸红霉素片,硬脂酸红霉素片
同路生物人血白蛋白,人血白蛋白
赣南制药利福平胶囊,利福平胶囊
舒可达福多司坦胶囊,福多司坦胶囊
白敬宇盐酸金霉素眼膏,盐酸金霉素眼膏
上海长征富民右旋糖酐20葡,右旋糖酐20葡萄糖注射液
江西青春康源吡拉西坦颗粒,吡拉西坦颗粒
云南佑生金胃泰胶囊,金胃泰胶囊
北京勃然明目地黄丸,明目地黄丸
尤斯洛,斑蝥素乳膏
遂成药业醋酸泼尼松片,醋酸泼尼松片
山西旺龙利胆片,利胆片
辰欣替加氟注射液,替加氟注射液
山西太原马来酸氯苯那敏片,马来酸氯苯那敏片
北京御本堂保胎无忧片,保胎无忧片
新乡恒久远利巴韦林片,利巴韦林片
亚宝药业依托红霉素颗粒,依托红霉素颗粒
京万红药业阿魏化痞膏,阿魏化痞膏
方健制药二妙丸,二妙丸
江苏远恒苦参碱栓,苦参碱栓
金鸿药业注射用头孢曲松钠,注射用头孢曲松钠
潘高寿夏枯草膏,夏枯草膏
瑞琪,枸橼酸莫沙必利片
新峰药业黄柏胶囊,黄柏胶囊
万德制药冠脉宁片,冠脉宁片
伯尔定,卡铂注射液
广东太安堂安胎丸,安胎丸
远景康业曲匹布通片,曲匹布通片
乐仁堂茴香橘核丸,茴香橘核丸
云鹏苯妥英钠片,苯妥英钠片
