id,name
5bb578fe831b973a137e5f87,无睾症
5bb578cb831b973a137e4774,新生儿肺气漏
5bb578c4831b973a137e443c,颌骨骨折
5bb578ef831b973a137e5819,老年人梅毒性心脏病
5bb578d0831b973a137e49ab,α1抗胰蛋白酶缺乏性肝病
5bb578eb831b973a137e5609,生长期脱发
5bb578f9831b973a137e5d2a,黧黑斑
5bb578d5831b973a137e4c32,小儿发作性舞蹈手足徐动症
5bb578d5831b973a137e4c19,嗜睡症
5bb578fc831b973a137e5eba,梅毒肾病
5bb578d6831b973a137e4c70,小儿分离性焦虑症
5bb578ea831b973a137e552c,绝经后卵巢恶性肿瘤
5bb578c9831b973a137e46eb,多形红斑
5bb578e8831b973a137e54ae,胸腺类癌
5bb578ee831b973a137e579e,跟腱炎
5bb578dc831b973a137e4f44,腹腔干动脉瘤
5bb578c0831b973a137e42a1,血管性血友病
5bb578c2831b973a137e434e,脑震荡
5bb578ce831b973a137e48f8,心理障碍
5bb578e3831b973a137e5273,小儿原发型肺结核
5bb578f9831b973a137e5d3c,癃闭
5bb578cf831b973a137e4911,瘢痕性睑内翻
5bb578ea831b973a137e556d,卡氏肺囊虫病
5bb578bd831b973a137e415c,类风湿性关节炎肾损害
5bb578ff831b973a137e6082,食管乳头状瘤
5bb578c0831b973a137e4282,镁过多症
5bb578c7831b973a137e45ad,过期妊娠
5bb578f1831b973a137e5911,老年人心内膜炎
5bb578e2831b973a137e5221,极外侧型腰椎间盘突出症
5bb578d2831b973a137e4ab4,闭孔疝
5bb578e6831b973a137e5395,心肌桥
5bb578cc831b973a137e480f,外阴恶性神经鞘瘤
5bb578ef831b973a137e581c,硬化型骨髓炎
5bb578cf831b973a137e4904,原发性乳腺恶性淋巴瘤
5bb578bf831b973a137e41cd,脑脓肿
5bb578f0831b973a137e5876,老年人乳腺癌
5bb578bf831b973a137e41cb,脑肺吸虫病
5bb578b7831b973a137e3f3e,哮喘
5bb578c7831b973a137e45b7,子宫收缩过强
5bb578c9831b973a137e46c0,萎缩性咽炎
5bb578eb831b973a137e55fd,橄榄体脑桥小脑萎缩
5bb578fd831b973a137e5f4a,肉芽肿性松弛皮肤
5bb578fe831b973a137e5f7b,乳头侵蚀性腺瘤病
5bb578d7831b973a137e4cbd,第Ⅳ型脊髓血管畸形
5bb578d9831b973a137e4dc3,倒睫
5bb578c9831b973a137e46c1,外耳道疖肿
5bb578db831b973a137e4eed,复发性外阴阴道念珠菌病
5bb578bd831b973a137e4136,早孕反应
5bb578f9831b973a137e5cd1,膀胱平滑肌瘤
5bb578c4831b973a137e43f4,耻骨结核
5bb578e9831b973a137e5515,反应性关节炎
5bb578ec831b973a137e5669,老年挛缩
5bb578f5831b973a137e5b24,虫积
5bb578ee831b973a137e5786,老年人霍奇金淋巴瘤
5bb578f6831b973a137e5b54,顿呛
5bb578c5831b973a137e446f,眶底骨折
5bb578e7831b973a137e5405,病理性神经损伤
5bb578fd831b973a137e5ee6,妊娠合并缺铁性贫血
5bb578bc831b973a137e40f3,先天性肠旋转异常
5bb578de831b973a137e503b,无肌病性皮肌炎
5bb578df831b973a137e50c0,弯曲菌肠炎
5bb578f7831b973a137e5c23,黄斑裂孔性视网膜脱离
